CaseID,Activity,Resource,completeTimestamp
4507002096_00010,Create Purchase Order Item,user_138,517
4507002096_00010,Record Goods Receipt,user_138,517
4507002101_00010,Create Purchase Requisition Item,batch_08,504
4507002101_00010,Create Purchase Order Item,user_142,517
4507002101_00010,Vendor creates invoice,NONE,1176
4507002101_00010,Record Goods Receipt,user_080,1333
4507002102_00010,Create Purchase Requisition Item,user_124,432
4507002102_00010,Create Purchase Order Item,user_142,518
4507002102_00010,Vendor creates invoice,NONE,912
4507002102_00010,Record Goods Receipt,user_080,970
4507002102_00020,Create Purchase Order Item,user_142,518
4507002102_00020,Vendor creates invoice,NONE,1368
4507002102_00020,Record Goods Receipt,user_080,1378
4507002109_00030,Create Purchase Order Item,user_147,518
4507002109_00030,Vendor creates invoice,NONE,744
4507002109_00030,Record Goods Receipt,user_130,802
4507002109_00150,Create Purchase Order Item,user_147,518
4507002109_00150,Change Quantity,user_147,850
4507002109_00150,Vendor creates invoice,NONE,888
4507002109_00150,Record Goods Receipt,user_130,899
4507002109_00160,Create Purchase Order Item,user_147,518
4507002109_00160,Vendor creates invoice,NONE,1368
4507002109_00160,Record Goods Receipt,batch_06,1496
4507002109_00170,Create Purchase Order Item,user_147,850
4507002109_00170,Vendor creates invoice,NONE,888
4507002109_00170,Record Goods Receipt,user_130,899
4507002116_00010,Create Purchase Order Item,user_038,518
4507002116_00010,Record Goods Receipt,user_029,2081
4507002116_00020,Create Purchase Order Item,user_038,518
4507002116_00020,Vendor creates invoice,NONE,2088
4507002116_00020,Record Goods Receipt,user_029,2153
4507002152_00010,Create Purchase Order Item,user_138,519
4507002152_00010,Record Goods Receipt,user_138,519
4507002152_00040,Create Purchase Order Item,user_138,519
4507002152_00040,Record Goods Receipt,user_138,519
4507002169_00010,Create Purchase Order Item,user_142,520
4507002169_00010,Vendor creates invoice,NONE,1224
4507002169_00010,Record Goods Receipt,user_080,1234
4507002173_00010,Create Purchase Order Item,user_043,520
4507002173_00010,Change Quantity,user_043,544
4507002173_00010,Vendor creates invoice,NONE,1200
4507002173_00010,Record Goods Receipt,user_113,1400
4507002175_00010,Create Purchase Order Item,user_192,520
4507002175_00010,Record Goods Receipt,user_188,562
4507002185_00010,Create Purchase Order Item,user_147,521
4507002185_00010,Record Goods Receipt,user_130,973
4507002185_00020,Create Purchase Order Item,user_147,521
4507002185_00020,Record Goods Receipt,user_130,899
4507002185_00030,Create Purchase Order Item,user_147,521
4507002185_00030,Change Price,user_146,567
4507002185_00030,Record Goods Receipt,user_130,899
4507002185_00040,Create Purchase Order Item,user_147,521
4507002185_00040,Change Price,user_146,567
4507002185_00040,Record Goods Receipt,user_130,899
4507002185_00050,Create Purchase Order Item,user_147,521
4507002185_00050,Change Price,user_146,567
4507002185_00050,Record Goods Receipt,user_130,899
4507002185_00060,Vendor creates invoice,NONE,1344
4507002185_00060,Create Purchase Order Item,user_147,1406
4507002185_00060,Record Goods Receipt,batch_06,1409
4507002233_00040,Create Purchase Order Item,user_040,536
4507002233_00040,Vendor creates invoice,NONE,576
4507002233_00040,Record Goods Receipt,user_029,641
4507002233_00100,Create Purchase Order Item,user_040,536
4507002233_00100,Vendor creates invoice,NONE,576
4507002233_00100,Record Goods Receipt,user_029,641
4507002234_00180,Create Purchase Order Item,user_040,536
4507002234_00180,Change Price,user_040,560
4507002234_00180,Vendor creates invoice,NONE,576
4507002234_00180,Record Goods Receipt,user_029,656
4507002234_00190,Create Purchase Order Item,user_040,536
4507002234_00190,Change Price,user_040,560
4507002234_00190,Vendor creates invoice,NONE,576
4507002234_00190,Record Goods Receipt,user_029,656
4507002246_00030,Create Purchase Order Item,user_172,536
4507002246_00030,Vendor creates debit memo,NONE,576
4507002246_00030,Vendor creates invoice,NONE,576
4507002246_00030,Record Goods Receipt,batch_12,848
4507002246_00040,Create Purchase Order Item,user_172,536
4507002246_00040,Vendor creates debit memo,NONE,576
4507002246_00040,Vendor creates invoice,NONE,576
4507002246_00040,Record Goods Receipt,batch_12,848
4507002246_00050,Create Purchase Order Item,user_172,536
4507002246_00050,Vendor creates invoice,NONE,576
4507002246_00050,Vendor creates debit memo,NONE,576
4507002246_00050,Record Goods Receipt,batch_12,848
4507002255_00040,Create Purchase Order Item,user_172,536
4507002255_00040,Vendor creates invoice,NONE,648
4507002255_00040,Record Goods Receipt,user_173,807
4507002271_00030,Create Purchase Order Item,user_172,537
4507002271_00030,Record Goods Receipt,user_173,807
4507002272_00010,Create Purchase Order Item,user_043,537
4507002272_00010,Vendor creates invoice,NONE,1008
4507002272_00010,Record Goods Receipt,user_044,1045
4507002281_00040,Create Purchase Order Item,user_172,537
4507002281_00040,Record Goods Receipt,user_173,807
4507002290_00140,Create Purchase Order Item,user_172,537
4507002290_00140,Vendor creates invoice,NONE,744
4507002290_00140,Record Goods Receipt,user_173,807
4507002315_00010,Create Purchase Order Item,user_072,538
4507002315_00010,Record Goods Receipt,batch_06,566
4507002323_00100,Create Purchase Order Item,user_045,538
4507002323_00100,Vendor creates invoice,NONE,648
4507002323_00100,Record Goods Receipt,user_047,687
4507002323_00110,Create Purchase Order Item,user_045,538
4507002323_00110,Vendor creates invoice,NONE,648
4507002323_00110,Record Goods Receipt,user_047,687
4507002368_00010,Create Purchase Order Item,user_059,540
4507002368_00010,Vendor creates invoice,NONE,1248
4507002368_00010,Record Goods Receipt,user_031,1356
4507002488_00030,Create Purchase Order Item,user_036,559
4507002488_00030,Vendor creates invoice,NONE,648
4507002488_00030,Record Goods Receipt,user_029,679
4507002488_00110,Create Purchase Order Item,user_036,559
4507002488_00110,Vendor creates invoice,NONE,648
4507002488_00110,Record Goods Receipt,user_029,679
4507002494_00010,Create Purchase Order Item,user_038,559
4507002494_00010,Record Goods Receipt,user_029,679
4507002494_00030,Create Purchase Order Item,user_038,559
4507002494_00030,Record Goods Receipt,user_029,679
4507002494_00040,Create Purchase Order Item,user_038,559
4507002494_00040,Record Goods Receipt,user_029,679
4507002495_00010,Create Purchase Order Item,user_038,559
4507002495_00010,Record Goods Receipt,user_029,656
4507002495_00080,Create Purchase Order Item,user_038,559
4507002495_00080,Record Goods Receipt,user_029,737
4507002512_00010,Create Purchase Order Item,user_042,560
4507002512_00010,Record Goods Receipt,user_029,665
4507002512_00020,Create Purchase Order Item,user_042,560
4507002512_00020,Record Goods Receipt,user_029,665
4507002578_00010,Create Purchase Requisition Item,user_079,552
4507002578_00010,Create Purchase Order Item,user_079,562
4507002578_00010,Vendor creates invoice,NONE,696
4507002578_00010,Record Goods Receipt,user_080,705
4507002639_00020,Create Purchase Order Item,user_068,564
4507002639_00020,Change Price,user_068,564
4507002639_00020,Record Goods Receipt,user_218,631
4507002640_00010,Create Purchase Order Item,user_147,564
4507002640_00010,Change Quantity,user_141,733
4507002640_00010,Record Goods Receipt,user_130,899
4507002677_00020,Create Purchase Order Item,user_147,565
4507002677_00020,Vendor creates invoice,NONE,744
4507002677_00020,Record Goods Receipt,user_130,799
4507002683_00010,Create Purchase Order Item,user_147,565
4507002683_00010,Record Goods Receipt,batch_06,1338
4507002692_00010,Create Purchase Order Item,user_147,566
4507002692_00010,Change Quantity,user_147,901
4507002692_00010,Record Goods Receipt,batch_06,1338
4507002692_00020,Create Purchase Order Item,user_147,566
4507002692_00020,Change Quantity,user_147,1529
4507002692_00020,Change Quantity,user_147,1529
4507002692_00020,Record Goods Receipt,batch_06,1543
4507002692_00030,Create Purchase Order Item,user_147,566
4507002692_00030,Record Goods Receipt,batch_06,1543
4507002703_00150,Create Purchase Order Item,user_147,566
4507002703_00150,Record Goods Receipt,user_130,683
4507002703_00160,Create Purchase Order Item,user_147,566
4507002703_00160,Change Quantity,user_141,737
4507002703_00160,Record Goods Receipt,user_130,853
4507002703_00170,Create Purchase Order Item,user_147,566
4507002703_00170,Record Goods Receipt,user_130,1022
4507002703_00260,Create Purchase Order Item,user_141,737
4507002703_00260,Record Goods Receipt,user_130,973
4507002707_00010,Create Purchase Order Item,user_147,566
4507002707_00010,Record Goods Receipt,user_130,899
4507002707_00020,Create Purchase Order Item,user_147,566
4507002707_00020,Record Goods Receipt,user_130,899
4507002707_00030,Create Purchase Order Item,user_147,566
4507002707_00030,Record Goods Receipt,batch_06,1549
4507002707_00040,Create Purchase Order Item,user_147,566
4507002707_00040,Record Goods Receipt,user_130,1066
4507002708_00010,Create Purchase Order Item,user_072,566
4507002708_00010,Record Goods Receipt,batch_06,636
4507002765_00010,Create Purchase Order Item,user_033,631
4507002765_00010,Vendor creates invoice,NONE,1992
4507002765_00010,Record Goods Receipt,user_034,2004
4507002769_00090,Create Purchase Order Item,user_038,631
4507002769_00090,Record Goods Receipt,user_029,737
4507002769_00100,Create Purchase Order Item,user_038,631
4507002769_00100,Record Goods Receipt,user_029,737
4507002769_00110,Create Purchase Order Item,user_038,631
4507002769_00110,Vendor creates invoice,NONE,672
4507002769_00110,Record Goods Receipt,user_029,737
4507002769_00120,Create Purchase Order Item,user_038,631
4507002769_00120,Vendor creates invoice,NONE,672
4507002769_00120,Record Goods Receipt,user_029,682
4507002798_00010,Create Purchase Order Item,user_172,632
4507002798_00010,Vendor creates invoice,NONE,672
4507002798_00010,Record Goods Receipt,batch_12,733
4507002798_00020,Create Purchase Order Item,user_172,632
4507002798_00020,Vendor creates invoice,NONE,672
4507002798_00020,Record Goods Receipt,batch_12,733
4507002798_00030,Create Purchase Order Item,user_172,632
4507002798_00030,Vendor creates invoice,NONE,672
4507002798_00030,Record Goods Receipt,batch_12,733
4507002798_00040,Create Purchase Order Item,user_172,632
4507002798_00040,Vendor creates invoice,NONE,672
4507002798_00040,Record Goods Receipt,batch_12,733
4507002806_00040,Create Purchase Order Item,user_172,633
4507002806_00040,Record Goods Receipt,user_173,807
4507002811_00160,Create Purchase Order Item,user_172,633
4507002811_00160,Record Goods Receipt,user_173,807
4507002834_00040,Create Purchase Order Item,user_164,634
4507002834_00040,Record Goods Receipt,user_173,807
4507002864_00030,Create Purchase Order Item,user_142,635
4507002864_00030,Vendor creates invoice,NONE,840
4507002864_00030,Record Goods Receipt,user_080,874
4507002864_00070,Create Purchase Order Item,user_142,635
4507002864_00070,Vendor creates invoice,NONE,672
4507002864_00070,Record Goods Receipt,user_080,686
4507002864_00080,Create Purchase Order Item,user_142,635
4507002864_00080,Vendor creates invoice,NONE,840
4507002864_00080,Record Goods Receipt,user_080,874
4507002864_00090,Create Purchase Order Item,user_142,635
4507002864_00090,Vendor creates invoice,NONE,672
4507002864_00090,Record Goods Receipt,user_080,686
4507002864_00100,Create Purchase Order Item,user_142,635
4507002864_00100,Vendor creates invoice,NONE,672
4507002864_00100,Record Goods Receipt,user_080,686
4507002864_00110,Create Purchase Order Item,user_142,635
4507002864_00110,Vendor creates invoice,NONE,672
4507002864_00110,Record Goods Receipt,user_080,686
4507002864_00120,Create Purchase Order Item,user_142,635
4507002864_00120,Vendor creates invoice,NONE,672
4507002864_00120,Record Goods Receipt,user_080,686
4507002864_00220,Create Purchase Order Item,user_142,635
4507002864_00220,Vendor creates invoice,NONE,840
4507002864_00220,Record Goods Receipt,user_080,874
4507002864_00230,Create Purchase Order Item,user_142,635
4507002864_00230,Vendor creates invoice,NONE,672
4507002864_00230,Record Goods Receipt,user_080,686
4507002864_00240,Create Purchase Order Item,user_142,635
4507002864_00240,Vendor creates invoice,NONE,672
4507002864_00240,Record Goods Receipt,user_080,686
4507002864_00250,Create Purchase Order Item,user_142,635
4507002864_00250,Vendor creates invoice,NONE,672
4507002864_00250,Record Goods Receipt,user_080,686
4507002864_00260,Create Purchase Order Item,user_142,635
4507002864_00260,Vendor creates invoice,NONE,840
4507002864_00260,Record Goods Receipt,user_080,874
4507002872_00020,Create Purchase Order Item,user_042,635
4507002872_00020,Vendor creates invoice,NONE,696
4507002872_00020,Record Goods Receipt,user_070,826
4507002935_00010,Create Purchase Order Item,user_122,636
4507002935_00010,Change Quantity,user_122,709
4507002935_00010,Record Goods Receipt,user_080,709
4507003016_00010,Create Purchase Order Item,user_147,639
4507003016_00010,Vendor creates invoice,NONE,1152
4507003016_00010,Record Goods Receipt,user_044,1381
4507003016_00020,Create Purchase Order Item,user_147,639
4507003016_00020,Vendor creates invoice,NONE,1152
4507003016_00020,Record Goods Receipt,user_044,1326
4507003016_00030,Create Purchase Order Item,user_147,639
4507003016_00030,Vendor creates invoice,NONE,1152
4507003016_00030,Record Goods Receipt,user_044,1326
4507003066_00110,Create Purchase Order Item,user_040,655
4507003066_00110,Vendor creates invoice,NONE,696
4507003066_00110,Record Goods Receipt,user_029,737
4507003066_00130,Create Purchase Order Item,user_040,655
4507003066_00130,Vendor creates invoice,NONE,696
4507003066_00130,Record Goods Receipt,user_029,737
4507003066_00150,Create Purchase Order Item,user_040,655
4507003066_00150,Vendor creates invoice,NONE,696
4507003066_00150,Record Goods Receipt,user_029,737
4507003066_00160,Create Purchase Order Item,user_040,655
4507003066_00160,Vendor creates invoice,NONE,696
4507003066_00160,Record Goods Receipt,user_029,737
4507003066_00230,Create Purchase Order Item,user_040,655
4507003066_00230,Vendor creates invoice,NONE,696
4507003066_00230,Record Goods Receipt,user_029,737
4507003072_00380,Create Purchase Order Item,user_040,655
4507003072_00380,Vendor creates invoice,NONE,720
4507003072_00380,Record Goods Receipt,user_029,727
4507003072_00400,Create Purchase Order Item,user_040,655
4507003072_00400,Vendor creates invoice,NONE,720
4507003072_00400,Record Goods Receipt,user_029,727
4507003072_00470,Create Purchase Order Item,user_040,655
4507003072_00470,Vendor creates invoice,NONE,720
4507003072_00470,Record Goods Receipt,user_029,727
4507003209_00010,Create Purchase Order Item,user_147,659
4507003209_00010,Change Quantity,user_147,729
4507003209_00010,Record Goods Receipt,user_130,729
4507003217_00010,Create Purchase Order Item,user_147,659
